hour,price,distance,surge_multiplier,cab_type,name
12,21.5,4.42,1.0,Uber,UberXL
12,11.0,1.41,1.0,Lyft,Lyft XL
21,16.5,1.41,1.0,Lyft,Lux Black
21,35.5,4.48,1.0,Uber,Black SUV
20,10.5,2.25,1.0,Lyft,Lyft
18,16.5,2.46,1.0,Lyft,Lux
10,11.0,2.66,1.0,Uber,WAV
20,10.5,3.05,1.0,Uber,UberX
4,15.0,2.27,1.0,Uber,UberXL
7,10.5,1.41,1.0,Uber,UberX
15,19.5,2.61,1.0,Uber,Black
12,9.5,2.58,1.0,Uber,WAV
2,26.0,5.43,1.0,Lyft,Lux
1,28.5,1.89,1.0,Uber,Black SUV
20,10.5,1.74,1.25,Lyft,Lyft
16,34.0,2.54,1.0,Lyft,Lux Black XL
9,10.5,3.09,1.0,Lyft,Shared
0,26.0,1.24,1.0,Lyft,Lux Black XL
6,8.5,2.14,1.0,Uber,WAV
2,5.0,2.42,1.0,Lyft,Shared
12,7.0,2.75,1.0,Lyft,Shared
18,26.0,3.27,1.0,Lyft,Lux Black
0,15.0,0.39,1.0,Uber,Black
8,26.0,2.84,1.0,Uber,Black
20,11.0,0.56,1.0,Lyft,Lux
8,11.0,1.26,1.0,Lyft,Lyft XL
7,7.5,1.21,1.0,Uber,UberX
2,30.5,2.72,1.0,Uber,Black SUV
12,16.5,2.03,1.0,Lyft,Lyft XL
22,13.0,4.44,1.0,Uber,UberX
10,9.5,1.61,1.0,Uber,WAV
6,19.5,1.72,1.0,Lyft,Lux Black
15,5.0,3.1,1.0,Lyft,Shared
3,16.5,2.99,1.0,Lyft,Lyft XL
7,10.5,2.39,1.0,Lyft,Lyft
18,38.0,0.71,1.5,Lyft,Lux Black XL
14,8.5,2.46,1.0,Uber,UberX
8,7.0,1.21,1.0,Lyft,Lyft
19,19.5,2.95,1.0,Lyft,Lux
18,12.0,3.08,1.0,Uber,WAV
1,28.0,1.46,1.0,Uber,Black SUV
3,26.0,2.88,1.0,Lyft,Lux Black
10,16.5,2.16,1.0,Lyft,Lux
23,27.0,4.4,1.0,Uber,Black
14,24.0,2.27,1.0,Uber,UberXL
2,8.5,1.16,1.0,Uber,UberX
4,32.5,3.19,1.0,Lyft,Lux Black XL
17,25.0,3.1,1.0,Uber,Black
15,9.5,2.8,1.0,Uber,WAV
19,9.0,1.86,1.0,Uber,UberX
0,7.0,3.15,1.0,Lyft,Shared
17,22.5,5.37,1.0,Lyft,Lyft XL
13,11.0,0.63,1.0,Lyft,Lux
19,7.0,0.3,1.0,Uber,UberPool
4,5.0,4.34,1.0,Lyft,Shared
19,27.5,2.35,1.0,Lyft,Lux Black XL
6,8.5,1.79,1.0,Uber,WAV
1,13.5,3.04,1.0,Lyft,Lyft
15,22.5,1.43,1.25,Lyft,Lux Black
3,7.0,1.03,1.0,Uber,UberX
8,16.0,1.57,1.0,Uber,Black
19,32.5,0.64,1.25,Lyft,Lux Black XL
10,31.5,3.08,1.0,Uber,Black SUV
12,7.5,0.49,1.0,Uber,UberPool
18,19.5,2.42,1.0,Lyft,Lux
9,38.5,4.55,1.0,Lyft,Lux Black XL
4,16.5,1.81,1.0,Uber,Black
5,31.5,2.98,1.0,Uber,Black SUV
3,24.0,4.72,1.0,Uber,UberXL
8,10.0,1.57,1.0,Uber,UberPool
1,16.5,2.69,1.0,Lyft,Lux
16,7.0,2.62,1.0,Lyft,Shared
1,17.0,3.44,1.0,Uber,UberXL
5,19.5,1.48,1.0,Lyft,Lux Black
22,7.0,2.84,1.0,Lyft,Shared
0,5.5,0.39,1.0,Uber,UberPool
0,19.5,1.85,1.0,Lyft,Lux Black
9,26.0,1.25,1.0,Lyft,Lux Black XL
14,11.5,3.01,1.0,Uber,WAV
3,26.0,1.21,1.0,Uber,Black SUV
19,16.0,2.84,1.0,Uber,UberXL
16,19.5,1.76,1.0,Lyft,Lux Black
14,5.0,1.52,1.0,Lyft,Shared
12,7.5,0.72,1.0,Uber,UberPool
15,9.5,2.62,1.0,Uber,UberX
11,10.5,2.62,1.0,Uber,UberX
14,13.5,1.86,1.0,Uber,UberXL
1,14.0,1.97,1.0,Uber,UberXL
7,7.5,0.8,1.0,Uber,UberPool
22,27.0,1.6,1.0,Uber,Black SUV
8,27.5,2.06,1.0,Lyft,Lux Black XL
21,15.0,1.03,1.0,Uber,Black
12,17.5,2.19,1.0,Uber,Black
21,30.5,4.48,1.0,Uber,Black
17,13.5,2.17,1.0,Uber,UberXL
18,17.0,2.42,1.0,Uber,UberXL
4,16.5,2.48,1.0,Lyft,Lux
5,16.5,1.45,1.0,Lyft,Lux Black
5,16.5,2.77,1.0,Lyft,Lyft XL
6,28.5,2.14,1.0,Uber,Black SUV
3,7.0,3.07,1.0,Lyft,Shared
23,10.5,3.05,1.0,Uber,UberX
11,9.0,3.1,1.0,Lyft,Shared
20,9.5,3.01,1.0,Uber,WAV
5,7.0,1.02,1.0,Lyft,Lyft
5,18.0,1.5,1.0,Uber,Black
9,13.5,5.34,1.0,Lyft,Lyft
17,10.5,3.23,1.0,Uber,WAV
1,27.5,1.06,1.0,Lyft,Lux Black XL
13,9.0,1.91,1.0,Lyft,Shared
4,22.5,6.26,1.0,Uber,UberXL
13,16.0,0.72,1.0,Uber,Black
14,26.0,1.1,1.0,Lyft,Lux Black XL
4,19.5,4.43,1.0,Uber,UberX
23,9.5,2.87,1.0,Uber,UberPool
2,5.0,4.36,1.0,Lyft,Shared
2,30.0,2.3,1.0,Lyft,Lux Black XL
9,13.5,1.73,1.0,Lyft,Lyft XL
16,27.5,1.16,1.0,Uber,Black SUV
19,22.5,1.32,1.0,Lyft,Lux Black
19,11.0,2.3,1.0,Uber,UberPool
4,7.5,1.25,1.0,Uber,WAV
9,34.0,2.83,1.0,Lyft,Lux Black XL
22,14.5,3.04,1.0,Uber,UberPool
8,17.5,2.19,1.0,Uber,Black
17,8.0,2.46,1.0,Uber,UberPool
20,10.5,2.84,1.0,Uber,WAV
13,12.0,3.61,1.0,Uber,WAV
8,7.0,2.13,1.0,Lyft,Shared
13,14.0,2.14,1.0,Uber,UberXL
22,13.5,1.49,1.0,Lyft,Lux
8,9.5,2.33,1.0,Uber,WAV
17,7.0,0.98,1.0,Uber,WAV
12,42.5,4.52,1.0,Lyft,Lux Black XL
9,8.5,2.79,1.0,Uber,UberPool
14,20.5,2.32,1.0,Uber,Black
11,9.5,2.22,1.0,Uber,UberX
22,16.0,1.35,1.0,Uber,Black
8,7.5,0.49,1.0,Uber,WAV
4,8.0,1.41,1.0,Uber,UberX
22,8.5,1.92,1.0,Uber,UberPool
10,10.5,1.35,1.0,Uber,UberX
20,15.0,1.46,1.0,Uber,UberXL
21,10.5,2.45,1.0,Uber,UberX
19,27.5,0.91,1.0,Uber,Black SUV
18,22.0,2.04,1.0,Uber,Black
15,10.5,2.71,1.0,Uber,UberX
5,7.0,1.03,1.0,Uber,UberPool
12,36.0,3.14,1.0,Uber,Black SUV
20,28.5,7.46,1.0,Uber,UberXL
13,38.5,3.11,1.0,Lyft,Lux Black XL
22,47.5,3.0,1.75,Lyft,Lux Black
16,10.5,2.54,1.0,Uber,WAV
3,7.0,2.22,1.0,Lyft,Shared
22,14.0,4.72,1.0,Uber,UberX
1,10.5,3.06,1.0,Lyft,Lyft
22,17.5,2.66,1.0,Uber,UberXL
13,3.5,1.35,1.0,Lyft,Shared
10,7.0,3.14,1.0,Lyft,Shared
9,15.0,2.46,1.0,Uber,UberXL
22,17.0,3.53,1.0,Uber,UberXL
9,5.0,0.59,1.0,Lyft,Shared
2,13.5,1.5,1.0,Lyft,Lux
20,16.5,0.72,1.0,Lyft,Lux Black
17,18.0,1.3,1.0,Uber,Black
23,8.5,2.17,1.0,Uber,UberPool
12,5.0,1.72,1.0,Lyft,Shared
14,7.0,1.49,1.0,Lyft,Lyft
3,9.0,1.08,1.0,Uber,WAV
19,22.5,1.58,1.25,Lyft,Lux
5,7.5,1.43,1.0,Uber,UberPool
15,35.0,3.45,1.0,Uber,Black SUV
5,16.5,1.72,1.0,Uber,UberXL
1,5.0,0.63,1.0,Lyft,Shared
10,7.0,0.78,1.0,Lyft,Lyft
1,3.5,0.72,1.0,Lyft,Shared
22,13.5,3.96,1.0,Uber,UberX
1,26.0,1.08,1.0,Uber,Black SUV
16,30.5,1.92,1.0,Uber,Black SUV
11,12.0,1.56,1.0,Uber,UberXL
2,13.5,2.09,1.0,Lyft,Lyft XL
14,8.5,2.46,1.0,Uber,UberPool
21,10.5,2.97,1.25,Lyft,Lyft
2,38.0,5.44,1.0,Lyft,Lux Black
15,10.5,1.08,1.0,Lyft,Lyft XL
0,45.5,4.12,1.0,Lyft,Lux Black XL
22,19.5,1.93,1.0,Lyft,Lux Black
6,9.0,1.61,1.0,Uber,UberPool
3,30.5,3.08,1.0,Uber,Black SUV
18,22.0,2.46,1.0,Uber,Black
13,38.0,7.46,1.0,Uber,Black
20,10.5,2.84,1.0,Uber,WAV
8,36.0,4.4,1.0,Uber,Black SUV
11,26.0,1.04,1.0,Lyft,Lux Black XL
18,9.0,2.36,1.0,Lyft,Lyft
0,9.5,2.72,1.0,Uber,UberPool
23,32.5,3.3,1.0,Uber,UberXL
9,9.0,2.38,1.0,Lyft,Lyft
12,22.5,2.4,1.0,Lyft,Lux Black
23,13.5,3.4,1.0,Lyft,Lyft
19,7.5,1.22,1.0,Uber,UberX
17,28.0,2.84,1.0,Uber,UberXL
22,7.0,2.15,1.0,Lyft,Shared
3,7.0,1.26,1.0,Lyft,Lyft
17,32.5,2.95,1.0,Lyft,Lux Black XL
15,27.0,1.56,1.0,Uber,Black SUV
11,10.5,3.05,1.0,Lyft,Lyft
4,19.5,1.72,1.0,Lyft,Lux Black
4,30.0,2.36,1.0,Lyft,Lux Black XL
19,7.0,1.5,1.0,Uber,UberX
23,16.5,2.66,1.0,Lyft,Lyft XL
8,9.0,0.39,1.0,Uber,UberXL
5,7.0,3.03,1.0,Lyft,Shared
1,8.0,1.04,1.0,Uber,UberX
17,8.5,1.44,1.0,Uber,UberX
21,9.5,1.99,1.0,Uber,UberX
4,7.0,2.1,1.0,Lyft,Shared
1,27.5,1.05,1.0,Lyft,Lux Black XL
1,13.5,0.46,1.25,Lyft,Lux
2,16.5,1.24,1.0,Lyft,Lux Black
20,27.5,1.09,1.0,Lyft,Lux Black XL
9,43.0,4.48,1.0,Uber,Black SUV
1,10.5,5.37,1.0,Lyft,Shared
23,22.5,4.76,1.0,Lyft,Lux
22,30.0,3.26,1.0,Lyft,Lux Black
0,34.0,2.91,1.0,Lyft,Lux Black XL
21,11.0,1.96,1.25,Lyft,Lyft
5,7.0,0.99,1.0,Uber,UberX
9,18.0,1.64,1.0,Uber,Black
3,20.5,2.38,1.0,Uber,Black
15,10.5,1.01,1.0,Lyft,Lyft XL
2,9.0,3.01,1.0,Lyft,Shared
9,8.0,1.44,1.0,Uber,UberX
11,19.5,1.45,1.0,Lyft,Lux Black
16,13.0,3.64,1.0,Uber,UberX
21,11.5,3.61,1.0,Uber,UberX
17,11.0,1.02,1.0,Lyft,Lyft XL
5,10.5,0.75,1.0,Lyft,Lyft XL
19,19.5,2.14,1.0,Uber,Black
0,9.0,2.3,1.0,Uber,UberX
12,13.5,1.64,1.0,Uber,UberXL
23,16.5,1.39,1.0,Lyft,Lux Black
20,19.5,2.19,1.0,Uber,Black
23,7.5,3.04,1.0,Uber,UberPool
15,22.0,2.27,1.0,Uber,Black
12,16.5,2.01,1.0,Lyft,Lux
19,5.0,0.73,1.0,Lyft,Shared
8,22.5,2.68,1.0,Lyft,Lux Black
13,15.0,5.7,1.0,Uber,UberX
7,16.5,2.33,1.0,Lyft,Lux
6,20.5,2.27,1.0,Uber,Black
11,13.5,1.46,1.0,Lyft,Lyft XL
0,19.5,1.6,1.0,Lyft,Lux Black
18,42.5,4.78,1.0,Lyft,Lux Black XL
9,11.0,2.98,1.0,Uber,UberX
11,19.5,1.53,1.0,Lyft,Lux Black
9,34.0,0.72,1.25,Lyft,Lux Black XL
3,27.5,1.8,1.0,Lyft,Lux Black XL
17,10.0,1.34,1.0,Uber,UberPool
10,26.0,0.71,1.0,Lyft,Lux Black XL
9,10.5,3.2,1.0,Uber,WAV
10,7.0,0.56,1.0,Uber,UberX
0,34.0,4.1,1.0,Lyft,Lux Black
19,17.0,2.2,1.0,Uber,UberXL
5,3.5,1.29,1.0,Lyft,Shared
17,27.0,2.19,1.0,Uber,Black SUV
22,16.0,3.22,1.0,Uber,UberXL
13,32.5,2.26,1.0,Lyft,Lux Black XL
11,22.5,1.76,1.0,Lyft,Lux Black
1,9.0,2.19,1.0,Uber,UberX
10,7.5,3.07,1.0,Uber,UberPool
23,11.0,1.29,1.0,Lyft,Lyft XL
17,9.5,2.27,1.0,Uber,UberX
15,10.5,2.33,1.0,Uber,UberX
11,7.0,0.39,1.0,Uber,UberX
1,17.5,3.37,1.0,Uber,UberXL
15,8.5,0.91,1.0,Uber,WAV
1,31.5,2.66,1.0,Uber,Black SUV
13,16.5,2.49,1.0,Lyft,Lyft XL
11,9.5,2.36,1.0,Uber,WAV
19,16.0,2.71,1.0,Uber,UberXL
6,30.0,2.33,1.0,Lyft,Lux Black XL
23,12.5,3.07,1.0,Uber,UberPool
23,10.5,2.9,1.0,Lyft,Lyft
19,9.5,2.7,1.0,Uber,UberX
21,9.0,2.62,1.0,Uber,UberPool
19,7.0,1.07,1.0,Lyft,Lyft
20,13.5,1.96,1.0,Lyft,Lyft XL
4,11.5,3.23,1.0,Uber,UberX
1,16.5,1.01,1.0,Lyft,Lux Black
6,34.0,3.42,1.0,Lyft,Lux Black
1,32.5,2.62,1.0,Lyft,Lux Black XL
0,9.5,2.66,1.0,Uber,UberPool
10,13.5,2.19,1.0,Uber,UberXL
9,9.5,2.66,1.0,Uber,WAV
15,25.0,2.44,1.0,Uber,Black
5,26.0,2.34,1.0,Lyft,Lux Black
20,5.0,1.08,1.0,Lyft,Shared
16,5.5,1.01,1.0,Uber,UberPool
11,11.5,3.44,1.0,Uber,WAV
10,10.5,2.4,1.0,Lyft,Lyft
15,10.5,2.62,1.0,Uber,WAV
6,32.5,4.8,1.0,Lyft,Lux Black
16,15.0,1.39,1.0,Uber,Black
22,27.5,1.55,1.0,Lyft,Lux Black XL
21,16.5,2.24,1.0,Lyft,Lux
16,32.5,2.0,1.0,Lyft,Lux Black XL
8,16.5,1.81,1.0,Lyft,Lux
0,7.0,3.05,1.0,Lyft,Shared
22,16.5,2.44,1.0,Lyft,Lux
1,16.0,1.34,1.0,Uber,Black
11,26.0,0.55,1.0,Uber,Black SUV
15,20.5,2.19,1.0,Uber,Black
14,23.0,3.39,1.0,Uber,Black
4,10.5,3.39,1.0,Uber,WAV
6,13.0,1.61,1.0,Uber,UberXL
23,10.0,3.04,1.0,Uber,UberPool
8,13.5,1.05,1.0,Lyft,Lux
8,16.5,2.84,1.0,Uber,UberX
15,7.0,1.0,1.0,Uber,WAV
4,27.5,1.5,1.0,Uber,Black SUV
1,7.0,3.24,1.0,Lyft,Shared
22,26.0,2.75,1.0,Lyft,Lux Black
16,26.0,2.83,1.0,Lyft,Lux Black
1,22.5,1.36,1.0,Lyft,Lux Black
12,13.5,3.25,1.0,Lyft,Lyft
19,21.5,2.32,1.0,Uber,Black
17,11.0,3.1,1.0,Lyft,Lyft
18,9.5,1.3,1.0,Uber,WAV
0,9.0,3.22,1.0,Uber,UberPool
13,19.5,1.75,1.0,Lyft,Lux Black
2,19.5,1.05,1.25,Lyft,Lux Black
3,19.5,3.39,1.0,Uber,UberXL
9,7.0,2.5,1.0,Lyft,Shared
10,19.5,2.78,1.0,Lyft,Lux
23,6.5,0.52,1.0,Uber,UberX
0,18.0,2.9,1.0,Uber,UberXL
18,9.5,1.28,1.0,Uber,WAV
2,26.0,1.19,1.0,Uber,Black SUV
9,25.0,2.73,1.0,Uber,Black
6,12.0,2.32,1.0,Uber,UberPool
13,32.5,2.93,1.0,Lyft,Lux Black XL
8,11.0,2.97,1.0,Lyft,Lyft
17,3.5,0.57,1.0,Lyft,Shared
11,8.5,2.84,1.0,Uber,UberPool
6,38.0,3.47,1.0,Lyft,Lux Black XL
8,13.5,4.87,1.0,Lyft,Lyft
12,7.5,0.61,1.0,Uber,UberX
16,8.0,1.64,1.0,Uber,WAV
13,10.5,1.99,1.0,Lyft,Lyft
14,12.0,1.03,1.0,Uber,UberXL
16,10.5,3.14,1.0,Lyft,Lyft
22,15.0,1.92,1.0,Uber,UberXL
17,7.0,0.99,1.0,Uber,WAV
14,3.5,1.23,1.0,Lyft,Shared
1,26.0,1.02,1.0,Lyft,Lux Black XL
21,10.5,2.66,1.0,Uber,WAV
20,8.5,2.46,1.0,Uber,UberPool
16,26.5,2.27,1.0,Uber,Black SUV
2,17.0,3.04,1.0,Uber,UberXL
1,3.0,1.23,1.0,Lyft,Shared
10,38.5,3.47,1.0,Lyft,Lux Black XL
21,7.5,0.72,1.0,Uber,WAV
3,13.5,1.45,1.0,Lyft,Lux
21,8.5,2.31,1.0,Uber,UberPool
8,9.0,4.55,1.0,Lyft,Shared
5,30.0,4.53,1.0,Lyft,Lux Black
1,11.0,3.41,1.0,Lyft,Lyft
4,34.0,2.74,1.0,Lyft,Lux Black XL
17,10.5,3.47,1.0,Lyft,Lyft
12,16.5,3.44,1.0,Uber,UberXL
18,8.0,0.82,1.0,Uber,UberPool
0,18.5,2.8,1.0,Uber,UberXL
4,11.5,1.08,1.0,Uber,UberXL
5,9.5,2.66,1.0,Uber,UberX
16,18.5,1.57,1.0,Uber,Black
7,9.0,2.17,1.0,Uber,UberPool
0,15.0,1.34,1.0,Uber,Black
14,18.0,1.81,1.0,Uber,Black
23,16.5,2.35,1.0,Uber,UberXL
5,26.0,0.65,1.0,Lyft,Lux Black XL
11,13.5,1.73,1.0,Lyft,Lyft XL
2,28.5,4.55,1.0,Uber,Black
11,14.0,1.46,1.0,Uber,UberXL
12,26.0,1.39,1.0,Lyft,Lux Black XL
10,13.5,2.61,1.0,Lyft,Lyft XL
4,19.5,3.5,1.0,Lyft,Lux
17,26.0,3.31,1.0,Lyft,Lux Black
14,8.0,1.41,1.0,Uber,UberPool
6,9.0,2.86,1.0,Uber,WAV
19,8.5,2.48,1.0,Uber,WAV
19,7.0,0.49,1.0,Uber,WAV
2,9.5,2.84,1.0,Uber,WAV
18,10.5,2.93,1.0,Lyft,Lyft
3,13.5,1.43,1.0,Lyft,Lux
22,19.5,3.19,1.0,Lyft,Lux
7,13.5,1.46,1.0,Lyft,Lux
0,9.0,3.42,1.0,Lyft,Shared
11,38.5,1.06,1.5,Lyft,Lux Black XL
19,27.5,0.77,1.0,Lyft,Lux Black XL
21,16.5,1.28,1.0,Lyft,Lux Black
14,16.5,1.41,1.0,Lyft,Lux Black
16,5.0,1.08,1.0,Lyft,Shared
10,7.0,1.24,1.0,Lyft,Shared
17,23.0,3.01,1.0,Uber,Black
16,16.5,2.38,1.0,Lyft,Lux
18,10.0,3.01,1.0,Uber,UberPool
7,10.0,3.07,1.0,Uber,UberPool
8,11.5,2.84,1.0,Uber,WAV
10,32.0,4.76,1.0,Uber,Black
3,13.5,4.41,1.0,Lyft,Lyft
23,7.0,0.99,1.0,Uber,UberPool
9,16.5,2.33,1.0,Lyft,Lux
22,16.5,3.24,1.0,Lyft,Lyft XL
2,7.0,2.83,1.0,Lyft,Shared
19,21.0,3.07,1.0,Uber,Black
22,10.5,3.22,1.0,Uber,UberX
8,32.5,2.74,1.0,Lyft,Lux Black XL
3,15.0,2.79,1.0,Uber,UberXL
4,13.0,4.72,1.0,Uber,WAV
8,19.5,3.21,1.0,Lyft,Lux
15,9.5,2.44,1.0,Uber,UberX
10,6.5,0.54,1.0,Uber,WAV
0,16.5,1.97,1.0,Lyft,Lux
7,3.5,0.65,1.0,Lyft,Shared
18,19.5,1.06,1.25,Lyft,Lux Black
14,31.0,2.61,1.0,Uber,Black SUV
6,7.0,1.07,1.0,Lyft,Lyft
11,5.0,0.72,1.0,Lyft,Shared
14,16.0,1.23,1.0,Uber,Black
16,26.5,0.91,1.0,Uber,Black SUV
14,22.5,2.36,1.0,Lyft,Lux Black
15,19.5,1.4,1.0,Lyft,Lux Black
5,9.0,3.46,1.0,Lyft,Shared
6,5.5,0.49,1.0,Uber,UberPool
16,9.0,3.01,1.0,Uber,UberPool
1,16.0,4.44,1.0,Uber,WAV
0,9.5,1.8,1.0,Uber,WAV
22,22.5,1.76,1.0,Lyft,Lux Black
15,33.0,2.46,1.0,Uber,Black SUV
17,5.0,1.23,1.0,Lyft,Shared
20,10.5,2.84,1.0,Uber,WAV
0,7.0,3.23,1.0,Lyft,Shared
21,27.0,0.39,1.0,Uber,Black SUV
1,9.5,1.71,1.0,Uber,UberX
5,27.5,1.68,1.0,Lyft,Lux Black XL
15,18.5,1.35,1.0,Uber,Black
14,13.5,1.39,1.0,Lyft,Lux
2,30.0,2.49,1.0,Lyft,Lux Black XL
1,3.0,1.06,1.0,Lyft,Shared
14,7.5,1.41,1.0,Uber,UberX
2,9.0,2.32,1.0,Lyft,Lyft
6,10.5,2.68,1.0,Uber,WAV
0,9.5,2.79,1.0,Uber,UberX
17,25.0,2.8,1.0,Uber,Black
9,7.5,0.61,1.0,Uber,UberX
14,26.0,3.98,1.0,Lyft,Lux
14,11.0,2.66,1.0,Uber,WAV
5,9.0,1.54,1.0,Lyft,Lyft
10,3.5,1.68,1.0,Lyft,Shared
4,16.5,2.43,1.0,Lyft,Lyft XL
2,8.5,1.41,1.0,Uber,WAV
17,9.0,2.32,1.0,Lyft,Shared
5,27.5,4.61,1.0,Lyft,Lux
21,8.5,2.17,1.0,Uber,WAV
23,17.0,2.8,1.0,Uber,UberXL
20,16.5,1.23,1.0,Lyft,Lux Black
21,29.5,2.5,1.0,Uber,Black SUV
23,12.5,1.25,1.0,Uber,UberXL
18,3.0,1.2,1.0,Lyft,Shared
7,3.5,0.58,1.0,Lyft,Shared
3,12.0,2.47,1.0,Uber,WAV
6,19.5,2.34,1.0,Lyft,Lux
0,38.0,1.44,1.5,Lyft,Lux Black XL
1,32.0,2.84,1.0,Uber,Black SUV
2,19.5,2.92,1.0,Lyft,Lyft XL
21,10.5,3.21,1.0,Lyft,Shared
11,7.0,1.0,1.0,Lyft,Lyft
21,19.5,3.06,1.0,Lyft,Lux
17,3.0,2.32,1.0,Lyft,Shared
3,10.5,2.85,1.0,Lyft,Lyft
9,34.0,3.13,1.0,Lyft,Lux Black XL
13,26.0,0.49,1.0,Uber,Black SUV
13,7.0,0.39,1.0,Uber,WAV
4,8.0,1.92,1.0,Uber,WAV
4,11.5,4.48,1.0,Uber,UberX
7,13.5,2.4,1.5,Lyft,Lyft
15,11.0,3.05,1.0,Uber,UberPool
22,28.0,2.09,1.0,Uber,Black SUV
14,16.5,2.66,1.0,Lyft,Lyft XL
2,30.5,3.01,1.0,Uber,Black SUV
14,13.5,0.99,1.0,Lyft,Lux
9,30.0,2.5,1.0,Lyft,Lux Black XL
0,7.0,2.82,1.0,Lyft,Shared
7,13.5,1.25,1.0,Lyft,Lyft XL
20,8.5,1.08,1.0,Uber,WAV
18,10.5,2.98,1.0,Uber,UberX
21,27.5,1.21,1.0,Uber,Black SUV
14,11.0,0.59,1.0,Lyft,Lyft XL
0,10.5,2.47,1.0,Lyft,Lyft
11,12.0,2.66,1.0,Uber,UberX
21,27.5,1.34,1.0,Uber,Black SUV
2,42.5,4.18,1.0,Lyft,Lux Black XL
22,14.5,1.64,1.0,Uber,UberX
19,38.5,2.95,1.5,Lyft,Lux Black
6,38.5,3.06,1.0,Lyft,Lux Black XL
13,48.0,3.3,1.0,Uber,Black SUV
6,10.5,3.05,1.0,Uber,WAV
12,34.0,3.25,1.0,Lyft,Lux Black XL
12,8.0,1.23,1.0,Uber,UberX
19,27.0,1.94,1.0,Uber,Black SUV
20,6.5,2.31,1.0,Uber,UberPool
19,8.5,2.14,1.0,Uber,UberPool
10,17.5,2.62,1.0,Uber,UberXL
0,38.5,3.42,1.0,Lyft,Lux Black XL
11,16.5,3.18,1.0,Lyft,Lyft XL
3,9.0,0.64,1.0,Lyft,Lyft XL
23,7.5,1.94,1.0,Uber,UberPool
16,19.5,2.62,1.0,Lyft,Lux
16,16.5,2.84,1.0,Lyft,Lyft XL
13,26.5,0.61,1.0,Uber,Black SUV
16,11.0,3.2,1.0,Uber,WAV
3,7.0,3.5,1.0,Lyft,Shared
6,10.5,2.25,1.0,Uber,UberX
8,7.0,0.39,1.0,Uber,WAV
12,14.5,1.91,1.0,Uber,UberPool
23,3.0,2.99,1.0,Lyft,Shared
0,5.5,0.56,1.0,Uber,UberPool
18,7.0,1.24,1.0,Lyft,Lyft
2,13.5,1.23,1.0,Lyft,Lux
16,26.5,0.56,1.0,Uber,Black SUV
21,27.5,0.49,1.0,Uber,Black SUV
1,5.0,1.33,1.0,Lyft,Shared
20,47.5,7.46,1.0,Uber,Black
13,16.0,0.49,1.0,Uber,Black
1,17.0,3.2,1.0,Uber,UberXL
5,27.0,1.3,1.0,Uber,Black SUV
3,10.5,2.8,1.0,Uber,WAV
8,8.5,1.82,1.0,Uber,UberX
21,7.0,1.16,1.0,Uber,UberX
6,38.0,3.24,1.0,Lyft,Lux Black XL
12,13.5,1.5,1.0,Lyft,Lyft XL
18,10.5,3.01,1.0,Uber,UberX
9,11.0,3.26,1.0,Lyft,Lyft
16,3.5,0.99,1.0,Lyft,Shared
16,8.0,1.35,1.0,Uber,UberX
12,11.0,2.8,1.0,Uber,UberPool
7,16.5,3.45,1.0,Lyft,Lyft XL
23,13.0,1.51,1.0,Uber,UberXL
9,26.5,1.56,1.0,Uber,Black SUV
20,12.0,1.41,1.0,Uber,UberXL
5,16.5,1.19,1.0,Lyft,Lux Black
23,34.0,2.35,1.0,Lyft,Lux Black XL
16,19.5,3.11,1.0,Lyft,Lux
13,16.5,1.33,1.0,Lyft,Lux
10,5.0,1.41,1.0,Lyft,Shared
20,16.5,1.19,1.0,Lyft,Lux Black
10,9.0,1.75,1.0,Lyft,Lyft
23,47.0,5.56,1.0,Uber,Black SUV
9,34.0,4.74,1.0,Uber,Black
23,16.5,0.59,1.0,Lyft,Lux Black
2,25.0,3.07,1.0,Uber,Black
19,9.0,2.58,1.0,Lyft,Lyft
15,34.0,3.08,1.0,Uber,Black SUV
17,7.0,2.29,1.0,Lyft,Shared
14,10.5,0.55,1.0,Lyft,Lux
19,7.0,2.52,1.0,Lyft,Shared
22,22.5,2.31,1.0,Lyft,Lux Black
16,10.5,2.79,1.0,Uber,UberX
21,23.0,5.56,1.0,Uber,UberXL
14,26.0,3.18,1.0,Lyft,Lux Black
15,22.5,3.17,1.0,Lyft,Lux
3,7.5,1.97,1.0,Uber,UberPool
16,11.5,1.01,1.0,Uber,UberXL
15,33.0,3.01,1.0,Uber,Black SUV
19,7.5,1.25,1.0,Uber,UberX
21,10.5,3.08,1.0,Uber,WAV
7,16.5,1.72,1.25,Lyft,Lyft XL
5,13.5,2.35,1.0,Lyft,Lyft XL
19,10.5,2.5,1.0,Uber,UberX
16,14.0,4.72,1.0,Uber,WAV
14,8.0,1.64,1.0,Uber,WAV
2,27.5,1.16,1.0,Uber,Black SUV
19,3.0,1.48,1.0,Lyft,Shared
22,7.0,0.72,1.0,Lyft,Lyft
7,15.0,0.72,1.0,Uber,Black
11,14.0,6.26,1.0,Uber,WAV
4,13.5,2.3,1.0,Uber,UberPool
23,10.5,5.37,1.0,Lyft,Shared
12,12.5,3.66,1.0,Uber,WAV
2,13.5,1.66,1.0,Lyft,Lyft XL
8,34.0,3.44,1.25,Lyft,Lux Black
12,13.5,2.05,1.0,Lyft,Lyft XL
7,18.5,6.83,1.0,Uber,WAV
0,36.0,3.01,1.0,Uber,Black SUV
